Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
39,"Cleveland , OH",9/1/1977,Notre Dame,Retired,,2 Seasons,75,,,Dan O'Leary,,dano'leary/2504584,,248,2001 - 2002
31,"Westlake Village , CA",4/15/1986,Arizona State,Retired,,4 Seasons,74,,,Rudy Carpenter,,rudycarpenter/81280,,215,2009 - 2012
33,"Dublin , OH",1/27/1984,Ohio State,Retired,,6 Seasons,78,,,Jay Richardson,,jayrichardson/2495719,,280,2007 - 2013
64,"Marshall , TX",6/4/1953,Louisiana Tech,Retired,,10 Seasons,75,,,Mike Barber,,mikebarber/2508982,,235,1976 - 1985
,"Hamilton , OH",8/13/1920,Ohio State,Retired,,2 Seasons,72,,,Paul Sarringhaus,,paulsarringhaus/2524927,,185,1946 - 1948
22,"Saint Charles , MO",12/27/1994,San Diego State,Active,New York Giants,Rookie,73,,,Calvin Munson,,calvinmunson/2559217,LB,245,
36,"Arlington , IL",12/26/1980,Miami (Fla.),Retired,,1 Season,72,,,Jarrett Payton,,jarrettpayton/2505711,,220,2005 - 2006
58,"Mesa , AZ",12/16/1958,Brigham Young,Retired,,11 Seasons,75,,,Bart Oates,,bartoates/2502333,,275,1985 - 1995
66,"Rockaway , NJ",3/11/1951,Penn State,Retired,,2 Seasons,75,,,Bruce Bannon,,brucebannon/2508969,,225,1973 - 1974
45,"Houston , TX",5/30/1972,Houston,Retired,,8 Seasons,73,,,Allen Aldridge,,allenaldridge/2499377,,254,1994 - 2001
54,"Chicago , IL",12/12/1962,Northern Iowa,Retired,,1 Season,71,,,Steve Harris,,steveharris/2515987,,194,1987 - 1987
29,,11/7/1987,Rutgers,Retired,,2 Seasons,77,,,Howard Barbieri,,howardbarbieri/2530662,,300,2011 - 2013
69,"Little Falls , MN",5/16/1948,South Dakota State,Retired,,12 Seasons,74,,,Jim Langer,,jimlanger/2519060,,250,1970 - 1981
34,"Rochester , NY",8/24/1982,Penn State,Retired,,1 Season,74,,,Alan Zemaitis,,alanzemaitis/2506924,,200,2006 - 2007
,"Dinuba , CA",10/3/1913,San Francisco,Retired,,8 Seasons,72,,,Russ Letlow,,russletlow/2519381,,214,1936 - 1946
26,"Missoula , MT",4/3/1991,Montana,Active,Green Bay Packers,4th season,76,Big Sky HS,"Missoula, MT",Jordan Tripp,58,jordantripp/2550147,OLB,244,
,"Pelahatchie , MS",10/23/1914,Mississippi,Retired,,9 Seasons,73,,,Bruiser Kinard,,bruiserkinard/2518462,,216,1938 - 1947
37,"Poway , CA",6/7/1980,Colorado,Retired,,2 Seasons,75,,,Drew Wahlroos,,drewwahlroos/2505283,,240,2004 - 2006
47,"Toledo , OH",11/17/1969,Tennessee,Retired,,2 Seasons,69,,,Chuck Webb,,chuckwebb/2503577,,201,1991 - 1992
75,"Marinette , WI",12/21/1941,Wisconsin,Retired,,2 Seasons,76,,,Roger Pillath,,rogerpillath/2523246,,242,1965 - 1966
34,,7/28/1982,Nebraska,Retired,,0 Season,72,,,Willie Amos,,willieamos/2508443,,186,2006 - 2006
48,"Gainesville , FL",3/20/1969,North Carolina State,Retired,,2 Seasons,76,,,Todd Harrison,,toddharrison/2501065,,260,1992 - 1993
74,"Brooklyn , NY",10/13/1942,Wagner,Retired,,5 Seasons,75,,,Rich Kotite,,richkotite/2518761,,230,1967 - 1972
21,,11/22/1995,Georgia,Active,Atlanta Falcons,Rookie,72,,,Reggie Davis,,reggiedavis/2559324,WR,159,
27,"Los Angeles , GA",2/1/1990,Palomar Coll. CA (J.C.),Retired,,4 Seasons,71,,,Saalim Hakim,,saalimhakim/2535716,,188,2012 - 2015
42,"East Mckeesport , PA",5/11/1975,Pittsburgh,Retired,,1 Season,72,,,John Jenkins,,johnjenkins/2501384,,188,1998 - 1998
,"Syracuse , NY",2/17/1893,No College,Retired,,2 Seasons,70,,,Art Webb,,artwebb/2528413,,210,1920 - 1922
23,,10/21/1993,Virginia,Active,Baltimore Ravens,Rookie,70,,,Taquan Mizzell,,taquanmizzell/2558975,RB,185,
79,"Denver , CO",7/24/1937,McNeese State,Retired,,6 Seasons,71,,,Dick Harris,,dickharris/2515981,,187,1960 - 1965
23,"Ontario , CA",11/8/1993,Oklahoma State,Active,Oakland Raiders,1st season,77,Guyer HS,"Denton, TX",Jimmy Bean,,jimmybean/2557731,DE,251,
25,"Alpine , TX",9/6/1991,Texas-El Paso,Active,Dallas Cowboys,1st season,74,,,Jameill Showers,7,jameillshowers/2553600,QB,230,
35,"Camden , NJ",2/22/1982,Tennessee,Retired,,6 Seasons,70,,,Rashad Baker,,rashadbaker/2505824,,200,2004 - 2009
60,"Mineral Wells , TX",10/1/1956,Angelo State,Retired,,5 Seasons,67,,,Alvin Garrett,,alvingarrett/2514646,,178,1980 - 1984
26,,3/30/1991,Montana,Retired,,2 Seasons,79,,,Danny Kistler,,dannykistler/2550576,,315,2014 - 2015
28,"Philadelphia , PA",7/22/1988,Connecticut,Active,Tampa Bay Buccaneers,6th season,69,Patuxent HS,"Lusby, MD",Robert McClain,,robertmcclain/1037913,DB,195,
41,"Paris , TX",1/7/1976,Texas,Retired,,1 Season,73,,,Chris Akins,,chrisakins/2499371,,323,1998 - 1998
44,"Lincoln , NE",8/11/1972,Grambling State,Retired,,1 Season,74,,,Curtis Ceaser,,curtisceaser/2500036,,190,1995 - 1995
65,"Tampa , FL",11/13/1951,Penn State,Retired,,2 Seasons,74,,,Doug Allen,,dougallen/2508361,,228,1974 - 1975
,"Chicago , IL",1/9/1907,Illinois,Retired,,1 Season,71,,,Harry Richman,,harryrichman/2524130,,186,1929 - 1929
83,"Columbus , OH",3/2/1934,Ohio State,Retired,,8 Seasons,70,,,Hopalong Cassady,,hopalongcassady/2511257,,183,1956 - 1963
,"Chicago , IL",8/28/1921,No College,Retired,,1 Season,72,,,Cliff Aberson,,cliffaberson/2508159,,195,1946 - 1946
23,"Duncanville , TX",3/4/1994,Baylor,Active,Houston Texans,Rookie,77,Wylie HS,"Wylie, TX",Kyle Fuller,,kylefuller/2558866,C,306,
,,,Still,Retired,,1 Season,,,,Jim Regan,,jimregan/2523908,,172,1925 - 1925
,"Providence , RI",12/26/1917,Holy Cross,Retired,,4 Seasons,74,,,Joe Osmanski,,joeosmanski/2522573,,218,1946 - 1949
67,"St. Louis , MO",6/24/1949,New Mexico,Retired,,2 Seasons,75,,,Sam Scarber,,samscarber/2524990,,230,1975 - 1976
22,"Brooklyn , NY",7/12/1994,Iowa,Active,Minnesota Vikings,Rookie,75,Montini Catholic HS,"Lombard, IL",Jaleel Johnson,,jaleeljohnson/2557845,DT,309,
23,"Nashville , TN",4/26/1994,Ohio State,Active,Los Angeles Chargers,2nd season,76,Olentangy HS,"Lewis Center, OH",Joshua Perry,53,joshuaperry/2555326,ILB,253,
28,,7/13/1988,Stanford,Retired,,1 Season,70,,,Corey Gatewood,,coreygatewood/2536452,,190,2012 - 2012
58,"Shreveport , LA",3/27/1959,North Texas,Retired,,2 Seasons,75,,,Ron Battle,,ronbattle/2509171,,220,1981 - 1982
,"Paris , TX",1/30/1920,Baylor,Retired,,7 Seasons,73,,,Robert Nelson,,robertnelson/2522035,,214,1941 - 1950
39,Walbrzych Poland,3/2/1978,Florida State,Active,Oakland Raiders,18th season,73,Seabreeze HS,"Daytona Beach, FL",Sebastian Janikowski,11,sebastianjanikowski/2504257,K,265,
,"Fort Huachuca , AZ",3/15/1964,Hawaii,Retired,,9 Seasons,76,,,Ron Hall,,ronhall/2500975,,245,1987 - 1995
84,"Lawrence , MA",6/19/1932,Michigan State,Retired,,9 Seasons,75,,,Bill Quinlan,,billquinlan/2523652,,248,1957 - 1965
45,"Denver , CO",5/8/1972,Ohio State,Retired,,8 Seasons,73,,,Chris Sanders,,chrissanders/2502819,,188,1995 - 2002
25,"Pittsburgh , PA",7/18/1991,Boston College,Active,Arizona Cardinals,2nd season,79,Brashear HS,"Pittsburgh, PA",John Wetzel,73,johnwetzel/2539207,OT,328,
37,"Paterson , NJ",8/23/1979,Ohio State,Retired,,1 Season,77,,,David Thompson,,davidthompson/2505285,,295,2004 - 2004
52,"Greensboro , NC",1/16/1965,Clemson,Retired,,6 Seasons,73,,,Delton Hall,,deltonhall/2500969,,195,1987 - 1992
,"Pawhuska , OK",8/6/1920,Oklahoma,Retired,,5 Seasons,72,,,Bill Campbell,,billcampbell/2510997,,195,1945 - 1949
,"Johnston City , IL",7/1/1911,Illinois Wesleyan,Retired,,4 Seasons,71,,,Tony Kaska,,tonykaska/2518165,,193,1935 - 1938
,"Chicago , IL",9/5/1896,Illinois,Retired,,8 Seasons,72,,,Oscar Knop,,oscarknop/2518653,,191,1920 - 1927
,"Cleveland , OH",10/31/1913,Tulsa,Retired,,1 Season,70,,,Homer Reynolds,,homerreynolds/2524004,,190,1934 - 1934
,"De Ridder , LA",5/1/1905,Army,Retired,,5 Seasons,70,,,Chris Cagle,,chriscagle/2510895,,174,1930 - 1934
35,,5/8/1982,Nebraska,Retired,,0 Season,76,,,Mike Erickson,,mikeerickson/2513681,,304,2006 - 2006
28,"Laurinburg , NC",9/9/1988,Virginia Tech,Retired,,4 Seasons,70,,,Roc Carmichael,,roccarmichael/2495133,,197,2011 - 2014
,"Cape May , NJ",11/25/1929,Indiana,Retired,,2 Seasons,74,,,Cliff Anderson,,cliffanderson/2508473,,215,1952 - 1953
30,"New Milford , NJ",12/31/1986,Stanford,Unsigned free agent,San Francisco 49ers,8th season,77,Bergen Catholic HS,"Oradell, NJ",Jim Dray,49,jimdray/497226,TE,255,
,,,South Dakota,Active,Indianapolis Colts,Rookie,74,Highlands Christian Academy HS,"Pompano Beach, FL",Tyson Graham,,tysongraham/2559328,DB,210,
27,"Riverside , CA",3/5/1990,Brigham Young,Active,Kansas City Chiefs,4th season,74,Colton HS,CA,Daniel Sorensen,49,danielsorensen/2550257,DB,208,
35,"Fort Pierce , FL",1/10/1982,Kansas State,Retired,,5 Seasons,71,,,Yamon Figurs,,yamonfigurs/2495602,,175,2007 - 2011
,"Medford , WI",5/1/1907,USC,Retired,,9 Seasons,72,,,Ernie Pinckert,,erniepinckert/2523251,,197,1932 - 1940
82,"Landis , NC",5/14/1935,Wake Forest,Retired,,9 Seasons,71,,,Billy Barnes,,billybarnes/2509009,,201,1957 - 1966
52,"San Diego , CA",9/2/1964,Cincinnati,Retired,,1 Season,73,,,Greg Lathan,,greglathan/2519132,,195,1987 - 1987
65,"Ypsilanti , MI",9/11/1951,Eastern Michigan,Retired,,3 Seasons,76,,,Ron Fernandes,,ronfernandes/2513963,,251,1976 - 1979
77,"Richmond , VA",2/3/1940,Georgia,Retired,,18 Seasons,72,,,Fran Tarkenton,,frantarkenton/2527019,,190,1961 - 1978
26,,12/1/1990,Florida A&M,Retired,,1 Season,81,,,Frances Mays,,francesmays/2550304,,291,2014 - 2014
,"Lewiston , NY",4/28/1911,Manhattan,Retired,,1 Season,72,,,Red Seick,,redseick/2525292,,195,1942 - 1942
33,"Chicago , IL",11/27/1983,Notre Dame,Retired,,5 Seasons,73,,,Corey Mays,,coreymays/2506770,,245,2006 - 2010
45,"Elizabeth , NJ",1/20/1972,Rutgers,Retired,,2 Seasons,75,,,Alcides Catanho,,alcidescatanho/2500032,,230,1995 - 1996
71,"Beloit , WI",2/27/1946,Northern Arizona,Retired,,8 Seasons,74,,,Rusty Tillman,,rustytillman/2527432,,230,1970 - 1977
26,"Nichols Hills , OK",9/26/1990,Oklahoma,Active,Cleveland Browns,4th season,76,Bishop McGuinness HS,"Oklahoma City, OK",Gabe Ikard,60,gabeikard/2550487,C,304,
35,"Southfield , MI",6/10/1981,Notre Dame,Retired,,5 Seasons,73,,,Glenn Earl,,glennearl/2506058,,213,2004 - 2008
26,"Fort Lauderdale , FL",3/22/1991,Florida Atlantic,Retired,,1 Season,77,,,Duron Carter,,duroncarter/2552616,,205,2015 - 2015
,"Shreveport , LA",7/12/1915,LSU,Retired,,1 Season,72,,,Rube Leisk,,rubeleisk/2519330,,195,1937 - 1937
30,"Fort Pierce , FL",4/12/1987,Western Michigan,Retired,,7 Seasons,71,,,Louis Delmas,,louisdelmas/71279,,208,2009 - 2015
75,"Muenster , TX",12/25/1941,Texas Tech,Retired,,10 Seasons,74,,,Dave Parks,,daveparks/2522772,,220,1964 - 1973
,"Atchison , KS",9/1/1899,Nebraska,Retired,,1 Season,74,,,Henry Bassett,,henrybassett/2509133,,215,1924 - 1924
51,"Seattle , WA",12/20/1965,Washington State,Retired,,3 Seasons,78,,,Mike Utley,,mikeutley/2503443,,288,1989 - 1991
38,"Jacksonville , FL",4/25/1979,Virginia Tech,Retired,,9 Seasons,74,,,Matt Lehr,,mattlehr/2504672,,304,2001 - 2009
65,"Houston , TX",3/14/1952,Sam Houston State,Retired,,3 Seasons,72,,,Johnnie Dirden,,johnniedirden/2512959,,190,1978 - 1981
24,"Pensacola , FL",8/29/1992,Arizona State,Active,Green Bay Packers,3rd season,71,Pensacola HS,FL,Damarious Randall,23,damariousrandall/2552389,CB,196,
,"Philadelphia , PA",11/19/1903,No College,Retired,,2 Seasons,67,,,Harp Vaughan,,harpvaughan/2527911,,150,1933 - 1934
24,"Winnipeg , Manitoba",7/19/1992,Notre Dame,Active,Detroit Lions,2nd season,72,Gainesville HS,GA,T.J. Jones,,t.j.jones/2543836,WR,190,
,"San Francisco , CA",7/23/1943,Oregon State,Retired,,1 Season,76,,,Rich Koeper,,richkoeper/2518683,,260,1966 - 1966
,,,Texas Christian,Retired,,1 Season,76,,,Jeff Olson,,jeffolson/2542281,,300,2013 - 2013
25,"Fort Gordon , GA",9/8/1991,Georgia,Active,Jacksonville Jaguars,5th season,76,Northside HS,"Warner Robins, GA",Abry Jones,95,abryjones/2539230,DT,318,
,"Columbus , OH",8/27/1894,No College,Retired,,3 Seasons,68,,,Hal Gaulke,,halgaulke/2514708,,175,1920 - 1922
23,"Miami , FL",1/28/1994,Maryland,Active,Cleveland Browns,Rookie,71,,,Alvin Hill,,alvinhill/2559185,CB,190,
,"Albany , GA",6/11/1910,Georgia,Retired,,1 Season,73,,,Jodie Whire,,jodiewhire/2528624,,185,1933 - 1933
38,"San Jose , CA",6/4/1979,Menlo College,Retired,,7 Seasons,75,,,Nate Jackson,,natejackson/2504808,,235,2003 - 2009
28,"Forth Worth , TX",3/14/1989,Oklahoma,Retired,,1 Season,75,,,R.J. Washington,,r.j.washington/2541799,,270,2013 - 2013
72,"Vredenburgh , AL",7/6/1944,Maryland East. Shore,Retired,,2 Seasons,73,,,Moses Denson,,mosesdenson/2512810,,215,1974 - 1975
73,"Brooklyn , NY",11/19/1943,Richmond,Retired,,1 Season,74,,,Pete Emelianchik,,peteemelianchik/2513626,,213,1967 - 1967
42,"Houston , TX",2/25/1975,Iowa,Retired,,4 Seasons,69,,,Damon Gibson,,damongibson/2500800,,183,1998 - 2002
,"Elmwood , IL",9/1/1897,Navy,Retired,,5 Seasons,67,,,Wooky Roberts,,wookyroberts/2524290,,160,1922 - 1926
,,,No College,Retired,,1 Season,70,,,Alabama Pitts,,alabamapitts/2523285,,185,1935 - 1935
42,"Vancouver , B.C.",8/7/1974,Oregon,Retired,,2 Seasons,70,,,Davis Sanchez,,davissanchez/2504338,,190,2001 - 2002
35,"Greenville , MS",12/1/1981,Mississippi,Retired,,5 Seasons,78,,,Marcus Johnson,,marcusjohnson/2506388,,321,2005 - 2009
47,"Nacogdoches , TX",9/20/1969,Texas,Retired,,5 Seasons,77,,,Tommy Jeter,,tommyjeter/2501400,,285,1992 - 1996
,,2/16/1901,Holy Cross,Retired,,1 Season,69,,,Jimmy Kennedy,,jimmykennedy/2518339,,160,1925 - 1925
27,,8/1/1989,Murray State,Retired,,5 Seasons,73,,,Marcus Harris,,marcusharris/2530959,,187,2011 - 2015
,"Lake Charles , LA",7/8/1939,Tulane,Retired,,11 Seasons,73,,,Tommy Mason,,tommymason/2520296,,196,1961 - 1971
41,"Birmingham , AL",5/19/1976,Alabama-Birmingham,Retired,,2 Seasons,74,,,Pernell Davis,,pernelldavis/2500323,,320,1999 - 2000
,"Amarillo , TX",12/27/1920,Texas,Retired,,3 Seasons,74,,,Stan Mauldin,,stanmauldin/2520388,,225,1946 - 1948
,"Benton , IL",1/13/1923,Tennessee,Retired,,10 Seasons,77,,,Paul Lipscomb,,paullipscomb/2519562,,246,1945 - 1954
22,,7/31/1994,Arkansas State,Active,Oakland Raiders,Rookie,71,,,Chris Humes,,chrishumes/2559025,DB,207,
62,"Gainesville , FL",3/30/1955,Texas Southern,Retired,,5 Seasons,75,,,Fred Dean,,freddean/2512679,,253,1977 - 1982
,"New Orleans , LA",8/31/1919,Tulane,Retired,,1 Season,71,,,Jim Thibaut,,jimthibaut/2527198,,205,1946 - 1946
30,"Gardena , CA",2/13/1987,Utah,Retired,,4 Seasons,74,,,Robert Johnson,,robertjohnson/2508053,,206,2010 - 2013
,"St. Paul , MN",6/23/1924,Wisconsin,Retired,,1 Season,72,,,Farnham Johnson,,farnhamjohnson/2517630,,215,1948 - 1948
40,"Honokaa , HI",12/29/1976,Hawaii,Retired,,2 Seasons,75,,,Kaulana Noa,,kaulananoa/2504279,,307,2000 - 2001
28,"Kansas City , MO",9/26/1988,Southern Illinois,Retired,,1 Season,72,,,Stephen Franklin,,stephenfranklin/2530841,,235,2011 - 2011
67,"Greenwood , MS",7/12/1949,USC,Retired,,11 Seasons,74,,,Charlie Weaver,,charlieweaver/2528402,,220,1971 - 1981
,Romania,8/13/1901,Pittsburgh,Retired,,2 Seasons,73,,,Red Seidelson,,redseidelson/2525293,,202,1925 - 1926
43,"Winter Haven , FL",3/31/1974,Florida,Retired,,5 Seasons,77,,,Jason Odom,,jasonodom/2502339,,312,1996 - 2000
42,"Washington , DC",2/16/1975,Colorado,Retired,,1 Season,74,,,Phil Savoy,,philsavoy/2502845,,195,1998 - 1998
,"Cincinnati , OH",8/10/1937,Ohio State,Retired,,8 Seasons,76,,,Dan James,,danjames/2517371,,250,1960 - 1967
44,"Tallahassee , FL",9/30/1972,Ohio State,Retired,,1 Season,75,,,Cedric Saunders,,cedricsaunders/2502841,,240,1995 - 1995
58,"Chicago , IL",6/30/1958,Colorado,Retired,,1 Season,76,,,Bob Niziolek,,bobniziolek/2522186,,220,1981 - 1981
43,"Downey , CA",9/3/1973,California,Retired,,2 Seasons,77,,,Brian Thure,,brianthure/2503352,,300,1995 - 1996
39,"Sulphur Springs , TX",3/1/1978,Miami (Fla.),Retired,,11 Seasons,74,,,Damione Lewis,,damionelewis/2504740,,301,2001 - 2011
,"Randolph , NE",10/10/1905,Creighton,Retired,,1 Season,74,,,Ralph Maillard,,ralphmaillard/2520000,,190,1929 - 1929
29,,5/20/1988,Monmouth (N.J.),Retired,,1 Season,73,,,Tom Ottaiano,,tomottaiano/2530596,,295,2011 - 2011
37,,9/18/1979,Kentucky,Retired,,1 Season,70,,,Stephen Scaldaferri,,stephenscaldaferri/2506603,,210,2005 - 2005
,"Ellwood City , PA",9/2/1909,Pittsburgh,Retired,,6 Seasons,73,,,Jim MacMurdo,,jimmacmurdo/2519931,,209,1932 - 1937
,"Clark , SD",11/17/1918,Minnesota,Retired,,4 Seasons,75,,,Urban Odson,,urbanodson/2522398,,251,1946 - 1949
42,"Marrero , LA",1/14/1975,Oklahoma,Retired,,2 Seasons,74,,,Jermaine Fazande,,jermainefazande/2500607,,255,1999 - 2000
27,"Newbury Park , CA",4/5/1990,Louisiana Tech,Retired,,1 Season,74,,,Colby Cameron,,colbycameron/2540244,,210,2013 - 2013
,"Decatur , NE",5/26/1899,Carroll (Wis.),Retired,,1 Season,72,,,Ivan Quinn,,ivanquinn/2523654,,230,1924 - 1924
59,"Shawnee , OK",1/5/1958,Oklahoma State,Retired,,1 Season,78,,,Roger Taylor,,rogertaylor/2527113,,271,1981 - 1981
58,"Arlington Heights , IL",11/5/1958,Illinois,Retired,,3 Seasons,75,,,John Gillen,,johngillen/2514881,,227,1981 - 1983
26,"Batavia , NY",2/12/1991,Cornell,Active,Cleveland Browns,5th season,76,Akron HS,NY,JC Tretter,,jctretter/2540292,C,307,
58,"Detroit , MI",12/7/1958,Michigan,Retired,,9 Seasons,74,,,Mel Owens,,melowens/2522628,,224,1981 - 1989
44,"Detroit , MI",11/9/1972,Eastern Michigan,Retired,,7 Seasons,73,,,Ron Rice,,ronrice/2502643,,217,1995 - 2001
55,"Los Angeles , CA",3/2/1962,Cal Poly-S.L.O.,Retired,,7 Seasons,76,,,Damone Johnson,,damonejohnson/2517601,,230,1986 - 1992
49,"Seattle , WA",5/6/1968,Idaho,Retired,,2 Seasons,69,,,Richard Carey,,richardcarey/2511068,,185,1989 - 1990
25,"Phoenix , AZ",4/21/1992,Nebraska,Active,Baltimore Ravens,2nd season,78,Mountain Pointe HS,"Phoenix, AZ",Alex Lewis,72,alexlewis/2555353,OG,315,
,"La Crosse , WI",10/10/1933,Wisconsin,Retired,,4 Seasons,76,,,Jim Temp,,jimtemp/2527149,,245,1957 - 1960
37,"Philadelphia , PA",1/26/1980,Princeton,Retired,,9 Seasons,77,,,Dennis Norman,,dennisnorman/2504623,,313,2001 - 2009
35,"Albany , GA",3/14/1982,Georgia Tech,Unsigned free agent,Tampa Bay Buccaneers,14th season,74,Dougherty HS,"Albany, GA",Daryl Smith,51,darylsmith/2506029,OLB,250,
44,"Miami , FL",3/3/1973,Louisville,Retired,,1 Season,75,,,Alan Campos,,alancampos/2499982,,236,1996 - 1996
28,,9/4/1988,Colorado State-Pueblo,Retired,,2 Seasons,74,,,Chase Vaughn,,chasevaughn/2550640,,248,2014 - 2015
27,"Vernon , TX",4/12/1990,Abilene Christian,Unsigned free agent,Jacksonville Jaguars,4th season,71,Sandalwood HS,"Jacksonville, FL",Daryl Richardson,38,darylrichardson/2534789,RB,196,
26,"Virginia Beach , VA",8/29/1990,Delaware,Active,Denver Broncos,4th season,74,Quince Orchard HS,"Gaithersburg, MD",Zach Kerr,,zachkerr/2550575,NT,334,
,"Mount Carmel , PA",1/1/1905,Villanova,Retired,,1 Season,71,,,Teddy Andrulewicz,,teddyandrulewicz/2508566,,175,1930 - 1930
55,,12/6/1961,Wake Forest,Retired,,1 Season,76,,,Glen Campbell,,glencampbell/2510974,,280,1987 - 1987
79,"Waterloo , IA",3/4/1938,New Mexico,Retired,,8 Seasons,70,,,Don Perkins,,donperkins/2523012,,204,1961 - 1968
55,"Jacksonville , FL",10/3/1961,Furman,Retired,,6 Seasons,70,,,Ernest Gibson,,ernestgibson/2514834,,189,1984 - 1989
,"Bronx , NY",7/14/1915,Georgetown,Retired,,3 Seasons,73,,,Joe Frank,,joefrank/2514350,,217,1941 - 1943
24,,5/3/1993,Pittsburg State,Active,Atlanta Falcons,Rookie,73,,,Deron Washington,,deronwashington/2559126,DB,211,
,"Crucible , PA",10/8/1916,Indiana,Retired,,8 Seasons,71,,,Frank Filchock,,frankfilchock/2514016,,193,1938 - 1950
53,"Chilton , AL",2/22/1964,Auburn,Retired,,7 Seasons,72,,,Tommie Agee,,tommieagee/2499365,,235,1988 - 1994
27,"Kearney , NE",5/16/1990,Notre Dame,Active,Atlanta Falcons,5th season,77,Elkhorn HS,NE,Trevor Robinson,60,trevorrobinson/2535842,G,300,
34,"Alexandria , LA",7/13/1982,Grambling State,Retired,,10 Seasons,78,,,Jason Hatcher,,jasonhatcher/2495851,,299,2006 - 2015
27,"Mobile , AL",7/12/1989,Florida State,Active,Oakland Raiders,7th season,74,B.C. Rain HS,"Mobile, AL",Rodney Hudson,61,rodneyhudson/2495171,C,300,
,"Pittsburgh , PA",5/4/1911,Michigan State,Retired,,4 Seasons,70,,,Ed Klewicki,,edklewicki/2518602,,209,1935 - 1938
25,,12/26/1991,Tennessee State,Active,Seattle Seahawks,1st season,77,LaVergne HS,TN,Robert Myers,,robertmyers/2552347,OG,335,
34,,9/22/1982,Clemson,Retired,,2 Seasons,76,,,Maurice Fountain,,mauricefountain/2514289,,270,2008 - 2011
66,"Pittsburgh , PA",7/27/1950,Villanova,Retired,,3 Seasons,73,,,John Babinecz,,johnbabinecz/2508795,,222,1972 - 1975
25,"Amarillo , TX",11/16/1991,Colorado State,Active,Baltimore Ravens,4th season,78,Bushland HS,TX,Crockett Gillmore,80,crockettgillmore/2543794,TE,260,
,"Old Gulf , TX",2/22/1924,Rice,Retired,,1 Season,74,,,Virgil Eikenberg,,virgileikenberg/2513524,,205,1948 - 1948
64,"Atlanta , TX",1/17/1953,Southern Methodist,Retired,,10 Seasons,73,,,Ted Thompson,,tedthompson/2527362,,220,1975 - 1984
30,,9/16/1986,Houston,Retired,,1 Season,77,,,Roy Watts,,roywatts/2531235,,310,2011 - 2011
,"Santa Monica , CA",1/1/1948,Long Beach State,Retired,,5 Seasons,73,,,Billy Parks,,billyparks/2522777,,185,1971 - 1975
23,,1/29/1994,Valdosta State,Active,Buffalo Bills,1st season,70,,,Cedric O'Neal,,cedrico'neal/2556760,RB,215,
,"Beardstown , IL",5/24/1894,Notre Dame,Retired,,2 Seasons,68,,,Harry Baujan,,harrybaujan/2509186,,170,1920 - 1921
,"Plainville , CT",7/26/1898,No College,Retired,,1 Season,,,,John Harris,,johnharris/2515956,,196,1926 - 1926
65,"Jacksonville , FL",1/15/1952,Georgia,Retired,,1 Season,77,,,Jim Cagle,,jimcagle/2510896,,255,1974 - 1974
39,"Lynchburg , VA",11/26/1977,Richmond,Retired,,12 Seasons,74,,,Paris Lenon,,parislenon/2503971,,240,2002 - 2013
,"Buffalo , NY",7/10/1901,Buffalo,Retired,,1 Season,71,,,Jim Ailinger,,jimailinger/2508270,,215,1924 - 1924
66,"Nashville , TN",6/19/1950,Arkansas,Retired,,10 Seasons,77,,,Dave Reavis,,davereavis/2523822,,257,1974 - 1983
53,"San Diego , CA",10/24/1963,Arizona,Retired,,2 Seasons,76,,,Curt DiGiacomo,,curtdigiacomo/2512931,,270,1986 - 1988
,"Los Angeles , CA",6/14/1925,Oregon,Retired,,11 Seasons,72,,,Woodley Lewis,,woodleylewis/2519483,,185,1950 - 1960
32,,7/21/1984,Central Arkansas,Retired,,0 Season,76,,,Jeremy Pittman,,jeremypittman/2523279,,250,2007 - 2007
34,"Terre Haute , IN",7/12/1982,Indiana State,Retired,,4 Seasons,76,,,Jamie Petrowski,,jamiepetrowski/2506646,,262,2006 - 2010
